# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.02716e-05 to 23.4501 h/Mpc,
# number of wavenumbers equal to 850
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                
       8.101419660169e-01       1.648339319353e-03      -3.883143705664e+04      -3.902505733347e+04       1.675052811301e-03      -3.898269023333e+04       2.964343671217e-03       2.964343671217e-03 
       8.133010227481e-01       1.638031610541e-03      -3.889013857055e+04      -3.908405082525e+04       1.664578051299e-03      -3.904161979304e+04       2.945806358623e-03       2.945806358623e-03 
       8.164600795167e-01       1.627829638839e-03      -3.894874138502e+04      -3.914294489954e+04       1.654210742009e-03      -3.910045007891e+04       2.927459200023e-03       2.927459200023e-03 
       8.196191363222e-01       1.617730128821e-03      -3.900720341134e+04      -3.920169716877e+04       1.643947554993e-03      -3.915913876346e+04       2.909296314050e-03       2.909296314050e-03 
       8.227781931642e-01       1.607711730733e-03      -3.906504034027e+04      -3.925982163364e+04       1.633766794343e-03      -3.921720026041e+04       2.891279286847e-03       2.891279286847e-03 
       8.259372500423e-01       1.597794789995e-03      -3.912277455729e+04      -3.931784293562e+04       1.623689135288e-03      -3.927515869680e+04       2.873444717899e-03       2.873444717899e-03 
       8.290963069561e-01       1.587967519966e-03      -3.918015078961e+04      -3.937550451638e+04       1.613702600140e-03      -3.933275779484e+04       2.855771406159e-03       2.855771406159e-03 
       8.322553639052e-01       1.578243084323e-03      -3.923752660705e+04      -3.943316492673e+04       1.603820566064e-03      -3.939035584286e+04       2.838283044346e-03       2.838283044346e-03 
       8.354144208891e-01       1.568618682653e-03      -3.929486892891e+04      -3.949079103910e+04       1.594040187236e-03      -3.944791973060e+04       2.820974592674e-03       2.820974592674e-03 
       8.385734779075e-01       1.559089029697e-03      -3.935208018579e+04      -3.954828503481e+04       1.584356092719e-03      -3.950535170805e+04       2.803836543746e-03       2.803836543746e-03 
       8.417325349600e-01       1.549647914424e-03      -3.940903566022e+04      -3.960552185065e+04       1.574761970818e-03      -3.956252680414e+04       2.786857727173e-03       2.786857727173e-03 
       8.448915920462e-01       1.540294519643e-03      -3.946574320549e+04      -3.966251066822e+04       1.565256990842e-03      -3.961945398666e+04       2.770036641961e-03       2.770036641961e-03 
       8.480506491657e-01       1.531025098277e-03      -3.952213686523e+04      -3.971918480288e+04       1.555837345111e-03      -3.967606670654e+04       2.753366564670e-03       2.753366564670e-03 
       8.512097063182e-01       1.521841502371e-03      -3.957829354360e+04      -3.977562127465e+04       1.546504915728e-03      -3.973244194248e+04       2.736850831520e-03       2.736850831520e-03 
       8.543687635033e-01       1.512739724983e-03      -3.963413813040e+04      -3.983174451871e+04       1.537255630781e-03      -3.978850422435e+04       2.720482231984e-03       2.720482231984e-03 
       8.575278207206e-01       1.503723351085e-03      -3.968979371677e+04      -3.988767773236e+04       1.528093133419e-03      -3.984437669596e+04       2.704267222583e-03       2.704267222583e-03 
       8.606868779697e-01       1.494804691116e-03      -3.974561873048e+04      -3.994378049338e+04       1.519029933705e-03      -3.990041864547e+04       2.688227956671e-03       2.688227956671e-03 
       8.638459352504e-01       1.485968848368e-03      -3.980125151661e+04      -3.999968984448e+04       1.510050893411e-03      -3.995626743042e+04       2.672337632178e-03       2.672337632178e-03 
       8.670049925623e-01       1.477211138987e-03      -3.985659458661e+04      -4.005530840943e+04       1.501151252665e-03      -4.001182568569e+04       2.656587811978e-03       2.656587811978e-03 
       8.701640499050e-01       1.468533457394e-03      -3.991172677391e+04      -4.011071533905e+04       1.492332936644e-03      -4.006717248813e+04       2.640981909955e-03       2.640981909955e-03 
       8.733231072782e-01       1.459934952637e-03      -3.996665366933e+04      -4.016591607074e+04       1.483595080653e-03      -4.012231329792e+04       2.625518401999e-03       2.625518401999e-03 
       8.764821646816e-01       1.451405216948e-03      -4.002111608429e+04      -4.022065061156e+04       1.474927108112e-03      -4.017698832721e+04       2.610178553065e-03       2.610178553065e-03 
       8.796412221148e-01       1.442957508195e-03      -4.007550495227e+04      -4.027531168714e+04       1.466342491751e-03      -4.023158990012e+04       2.594986205379e-03       2.594986205379e-03 
       8.828002795775e-01       1.434593013526e-03      -4.012988645007e+04      -4.032996405650e+04       1.457842438296e-03      -4.028618298167e+04       2.579943536630e-03       2.579943536630e-03 
       8.859593370695e-01       1.426303637235e-03      -4.018406334700e+04      -4.038441031852e+04       1.449418720647e-03      -4.034057025653e+04       2.565035963022e-03       2.565035963022e-03 
       8.891183945903e-01       1.418099202117e-03      -4.023834218855e+04      -4.043895823676e+04       1.441081320881e-03      -4.039505920321e+04       2.550281161280e-03       2.550281161280e-03 
       8.922774521397e-01       1.409962382168e-03      -4.029226047564e+04      -4.049314389773e+04       1.432812632054e-03      -4.044918627089e+04       2.535647954322e-03       2.535647954322e-03 
       8.954365097174e-01       1.401902742012e-03      -4.034611689268e+04      -4.054726760730e+04       1.424622373816e-03      -4.050325141850e+04       2.521153545834e-03       2.521153545834e-03 
       8.985955673231e-01       1.393907857529e-03      -4.039958048454e+04      -4.060099714175e+04       1.416497920620e-03      -4.055692272269e+04       2.506775582575e-03       2.506775582575e-03 
       9.017546249565e-01       1.385978943404e-03      -4.045270861234e+04      -4.065439045044e+04       1.408440506754e-03      -4.061025802210e+04       2.492516238468e-03       2.492516238468e-03 
       9.049136826173e-01       1.378121066525e-03      -4.050567530898e+04      -4.070762101848e+04       1.400455281498e-03      -4.066343083732e+04       2.478384660468e-03       2.478384660468e-03 
       9.080727403052e-01       1.370336274337e-03      -4.055856767516e+04      -4.076077653156e+04       1.392544325412e-03      -4.071652873500e+04       2.464384521781e-03       2.464384521781e-03 
       9.112317980200e-01       1.362632512772e-03      -4.061165147968e+04      -4.081412360170e+04       1.384715713298e-03      -4.076981811394e+04       2.450530124458e-03       2.450530124458e-03 
       9.143908557613e-01       1.354992141846e-03      -4.066442990884e+04      -4.086716376812e+04       1.376951519139e-03      -4.082280092323e+04       2.436789725680e-03       2.436789725680e-03 
       9.175499135288e-01       1.347418537957e-03      -4.071702779982e+04      -4.092002266346e+04       1.369255174052e-03      -4.087560263180e+04       2.423169397924e-03       2.423169397924e-03 
       9.207089713224e-01       1.339911082569e-03      -4.076945122059e+04      -4.097270678942e+04       1.361626049426e-03      -4.092822967048e+04       2.409668022742e-03       2.409668022742e-03 
       9.238680291418e-01       1.332463104486e-03      -4.082152087830e+04      -4.102503607034e+04       1.354057365929e-03      -4.098050214154e+04       2.396273600100e-03       2.396273600100e-03 
       9.270270869865e-01       1.325075776798e-03      -4.087329480167e+04      -4.107706837476e+04       1.346550315736e-03      -4.103247792176e+04       2.382988248885e-03       2.382988248885e-03 
       9.301861448566e-01       1.317756969041e-03      -4.092503951606e+04      -4.112907162666e+04       1.339112895865e-03      -4.108442463324e+04       2.369826114210e-03       2.369826114210e-03 
       9.333452027515e-01       1.310504259686e-03      -4.097670822029e+04      -4.118099768794e+04       1.331742645742e-03      -4.113629436461e+04       2.356782866270e-03       2.356782866270e-03 
       9.365042606712e-01       1.303316294010e-03      -4.102828400799e+04      -4.123282999407e+04       1.324438188591e-03      -4.118807050195e+04       2.343856056100e-03       2.343856056100e-03 
       9.396633186154e-01       1.296192651758e-03      -4.107977915417e+04      -4.128458102265e+04       1.317199097333e-03      -4.123976548697e+04       2.331044926713e-03       2.331044926713e-03 
       9.428223765837e-01       1.289128301553e-03      -4.113105859138e+04      -4.133611531595e+04       1.310020259033e-03      -4.129124396422e+04       2.318340427463e-03       2.318340427463e-03 
       9.459814345760e-01       1.282121877925e-03      -4.118210075037e+04      -4.138741162963e+04       1.302900286028e-03      -4.134248464405e+04       2.305740095257e-03       2.305740095257e-03 
       9.491404925921e-01       1.275175195469e-03      -4.123298695120e+04      -4.143855132240e+04       1.295841022403e-03      -4.139356885484e+04       2.293247203448e-03       2.293247203448e-03 
       9.522995506316e-01       1.268282184347e-03      -4.128354207841e+04      -4.148935921564e+04       1.288836299755e-03      -4.144432148009e+04       2.280850811695e-03       2.280850811695e-03 
       9.554586086944e-01       1.261446278294e-03      -4.133390024087e+04      -4.153996872663e+04       1.281889607717e-03      -4.149487600729e+04       2.268557126085e-03       2.268557126085e-03 
       9.586176667803e-01       1.254674055801e-03      -4.138430080608e+04      -4.159062035469e+04       1.275007631376e-03      -4.154547268444e+04       2.256377975056e-03       2.256377975056e-03 
       9.617767248889e-01       1.247962076755e-03      -4.143465661777e+04      -4.164122638698e+04       1.268186874888e-03      -4.159602391320e+04       2.244307174550e-03       2.244307174550e-03 
       9.649357830201e-01       1.241307973341e-03      -4.148491317820e+04      -4.169173232509e+04       1.261424932034e-03      -4.164647521146e+04       2.232340462578e-03       2.232340462578e-03 
       9.680948411737e-01       1.234708224398e-03      -4.153497468028e+04      -4.174204270594e+04       1.254718224457e-03      -4.169673108989e+04       2.220471490630e-03       2.220471490630e-03 
       9.712538993494e-01       1.228161952966e-03      -4.158483366455e+04      -4.179214957897e+04       1.248065861109e-03      -4.174678367830e+04       2.208698697577e-03       2.208698697577e-03 
       9.744129575470e-01       1.221664484438e-03      -4.163435078491e+04      -4.184191384722e+04       1.241463091436e-03      -4.179649388151e+04       2.197013652602e-03       2.197013652602e-03 
       9.775720157663e-01       1.215664300366e-03      -4.168264266453e+04      -4.189045164887e+04       1.235358911334e-03      -4.184497817754e+04       2.185369252479e-03       2.185369252479e-03 
       9.807310740072e-01       1.209275447018e-03      -4.173199178785e+04      -4.194004675854e+04       1.228866551583e-03      -4.189451945703e+04       2.173883898339e-03       2.173883898339e-03 
       9.838901322693e-01       1.202937160085e-03      -4.178112374096e+04      -4.198942353471e+04       1.222425577994e-03      -4.194384265276e+04       2.162489513029e-03       2.162489513029e-03 
       9.870491905525e-01       1.196655424545e-03      -4.183026893192e+04      -4.203881309226e+04       1.216042072763e-03      -4.199317869859e+04       2.151196888468e-03       2.151196888468e-03 
       9.902082488566e-01       1.190428928728e-03      -4.187940605597e+04      -4.208819408806e+04       1.209714703154e-03      -4.204250626386e+04       2.140003689964e-03       2.140003689964e-03 
       9.933673071814e-01       1.184215758045e-03      -4.192830827051e+04      -4.213733914013e+04       1.203401371172e-03      -4.209159811986e+04       2.128897215924e-03       2.128897215924e-03 
       9.965263655266e-01       1.178085842672e-03      -4.197695589196e+04      -4.218622901380e+04       1.197172129959e-03      -4.214043496634e+04       2.117875524348e-03       2.117875524348e-03 
       9.996854238922e-01       1.172032254007e-03      -4.202525189287e+04      -4.223476659332e+04       1.191019991387e-03      -4.218891973044e+04       2.106932827867e-03       2.106932827867e-03 
       1.002844482278e+00       1.165994098343e-03      -4.207340639455e+04      -4.228316181008e+04       1.184884017169e-03      -4.223726231131e+04       2.096078708514e-03       2.096078708514e-03 
       1.006003540683e+00       1.160006863608e-03      -4.212150024761e+04      -4.233149582822e+04       1.178799788981e-03      -4.228554379914e+04       2.085316146409e-03       2.085316146409e-03 
       1.009162599109e+00       1.154072336162e-03      -4.216962016953e+04      -4.237985540109e+04       1.172769121806e-03      -4.233385091580e+04       2.074648312730e-03       2.074648312730e-03 
       1.012321657554e+00       1.148184779714e-03      -4.221757775107e+04      -4.242805150820e+04       1.166786186199e-03      -4.238199479411e+04       2.064064867325e-03       2.064064867325e-03 
       1.015480716018e+00       1.142348106896e-03      -4.226553724365e+04      -4.247624915662e+04       1.160854958107e-03      -4.243014027202e+04       2.053572834924e-03       2.053572834924e-03 
       1.018639774501e+00       1.136555839589e-03      -4.231327890415e+04      -4.252422838144e+04       1.154968854321e-03      -4.247806748525e+04       2.043160552639e-03       2.043160552639e-03 
       1.021798833003e+00       1.130806426302e-03      -4.236076293653e+04      -4.257194891524e+04       1.149126298159e-03      -4.252573625327e+04       2.032825224395e-03       2.032825224395e-03 
       1.024957891525e+00       1.125100139137e-03      -4.240801657611e+04      -4.261943862542e+04       1.143327566148e-03      -4.257317433474e+04       2.022567341523e-03       2.022567341523e-03 
       1.028116950064e+00       1.119436614969e-03      -4.245504447601e+04      -4.266670162850e+04       1.137572289370e-03      -4.262038593023e+04       2.012386262243e-03       2.012386262243e-03 
       1.031276008623e+00       1.113820249994e-03      -4.250203266086e+04      -4.271392440673e+04       1.131864935325e-03      -4.266755739383e+04       2.002289899801e-03       2.002289899801e-03 
       1.034435067199e+00       1.108250784488e-03      -4.254899231872e+04      -4.276111803547e+04       1.126205240112e-03      -4.271469981552e+04       1.992277791235e-03       1.992277791235e-03 
       1.037594125794e+00       1.102728201849e-03      -4.259594380091e+04      -4.280830284793e+04       1.120593186839e-03      -4.276183352534e+04       1.982349903765e-03       1.982349903765e-03 
       1.040753184407e+00       1.097248439715e-03      -4.264274942787e+04      -4.285534124458e+04       1.115024647216e-03      -4.280882095195e+04       1.972498920481e-03       1.972498920481e-03 
       1.043912243037e+00       1.091814227520e-03      -4.268953467242e+04      -4.290235861918e+04       1.109502394787e-03      -4.285578746439e+04       1.962729734358e-03       1.962729734358e-03 
       1.047071301686e+00       1.086412336657e-03      -4.273579713412e+04      -4.294885226352e+04       1.104012986351e-03      -4.290223055281e+04       1.953018529406e-03       1.953018529406e-03 
       1.050230360351e+00       1.081054476074e-03      -4.278201252783e+04      -4.299529848131e+04       1.098568320379e-03      -4.294862628576e+04       1.943386332779e-03       1.943386332779e-03 
       1.053389419034e+00       1.075734217415e-03      -4.282794394746e+04      -4.304145960091e+04       1.093161864207e-03      -4.299473718390e+04       1.933821567625e-03       1.933821567625e-03 
       1.056548477734e+00       1.070459508437e-03      -4.287392584072e+04      -4.308767093076e+04       1.087801694372e-03      -4.304089831920e+04       1.924338523623e-03       1.924338523623e-03 
       1.059707536452e+00       1.065227017781e-03      -4.291988187779e+04      -4.313385590391e+04       1.082484438556e-03      -4.308703318516e+04       1.914932851050e-03       1.914932851050e-03 
       1.062866595186e+00       1.060033640958e-03      -4.296579219747e+04      -4.317999450216e+04       1.077206972129e-03      -4.313312179449e+04       1.905602791781e-03       1.905602791781e-03 
       1.066025653937e+00       1.054885426167e-03      -4.301166204376e+04      -4.322609208893e+04       1.071975350457e-03      -4.317916949003e+04       1.896347733612e-03       1.896347733612e-03 
       1.069184712704e+00       1.049767613287e-03      -4.305704429316e+04      -4.327170054253e+04       1.066774622893e-03      -4.322472844192e+04       1.887147285811e-03       1.887147285811e-03 
       1.072343771488e+00       1.044694473632e-03      -4.310254036153e+04      -4.331742343845e+04       1.061619292247e-03      -4.327040170307e+04       1.878027140226e-03       1.878027140226e-03 
       1.075502830288e+00       1.039654534361e-03      -4.314769607259e+04      -4.336280484459e+04       1.056497700071e-03      -4.331573375589e+04       1.868966705525e-03       1.868966705525e-03 
       1.078661889104e+00       1.034652142104e-03      -4.319270718837e+04      -4.340804097129e+04       1.051414263562e-03      -4.336092068119e+04       1.859973814270e-03       1.859973814270e-03 
       1.081820947936e+00       1.029687064394e-03      -4.323745259206e+04      -4.345301008257e+04       1.046368703065e-03      -4.340584087754e+04       1.851042562638e-03       1.851042562638e-03 
       1.084980006784e+00       1.024767557340e-03      -4.328255217321e+04      -4.349833423119e+04       1.041369494658e-03      -4.345111586904e+04       1.842198683580e-03       1.842198683580e-03 
       1.088139065648e+00       1.019881687245e-03      -4.332739979627e+04      -4.354340493651e+04       1.036404469826e-03      -4.349613772858e+04       1.833415484143e-03       1.833415484143e-03 
       1.091298124528e+00       1.015034438320e-03      -4.337222652499e+04      -4.358845437292e+04       1.031478694730e-03      -4.354113838505e+04       1.824702076156e-03       1.824702076156e-03 
       1.094457183422e+00       1.010222078589e-03      -4.341689205658e+04      -4.363334206216e+04       1.026588377649e-03      -4.358597742983e+04       1.816051841477e-03       1.816051841477e-03 
       1.097616242332e+00       1.005438486766e-03      -4.346114426431e+04      -4.367781519636e+04       1.021727297197e-03      -4.363040223845e+04       1.807453658486e-03       1.807453658486e-03 
       1.100775301258e+00       1.000686029149e-03      -4.350509317966e+04      -4.372198417651e+04       1.016897856601e-03      -4.367452312036e+04       1.798911603186e-03       1.798911603186e-03 
       1.103934360198e+00       9.959816662137e-04      -4.354948940759e+04      -4.376660179111e+04       1.012117289343e-03      -4.371909229331e+04       1.790455941772e-03       1.790455941772e-03 
       1.107093419153e+00       9.913013666535e-04      -4.359329783999e+04      -4.381062929988e+04       1.007361173839e-03      -4.376307190295e+04       1.782043352840e-03       1.782043352840e-03 
       1.110252478123e+00       9.866622105574e-04      -4.363728103398e+04      -4.385483164782e+04       1.002646866246e-03      -4.380722628745e+04       1.773704460020e-03       1.773704460020e-03 
       1.113411537108e+00       9.820590700182e-04      -4.368123174565e+04      -4.389900093861e+04       9.979691556517e-04      -4.385134771597e+04       1.765430053726e-03       1.765430053726e-03 
       1.116570596107e+00       9.773343408984e-04      -4.372569220108e+04      -4.394368064067e+04       9.931702928914e-04      -4.389597929795e+04       1.757241183038e-03       1.757241183038e-03 
       1.119729655121e+00       9.727954145354e-04      -4.376925617475e+04      -4.398746151996e+04       9.885578251077e-04      -4.393971269634e+04       1.749080736457e-03       1.749080736457e-03 
       1.122888714149e+00       9.682921954577e-04      -4.381282591454e+04      -4.403124860576e+04       9.839816426103e-04      -4.398345222944e+04       1.740984419113e-03       1.740984419113e-03 
       1.126047773191e+00       9.638156977067e-04      -4.385601033847e+04      -4.407464912061e+04       9.794326139919e-04      -4.402680550594e+04       1.732936093529e-03       1.732936093529e-03 
       1.129206832248e+00       9.593707997568e-04      -4.389904396503e+04      -4.411789825418e+04       9.749156967984e-04      -4.407000753895e+04       1.724944534110e-03       1.724944534110e-03 
       1.132365891318e+00       9.549646530051e-04      -4.394227167917e+04      -4.416134124125e+04       9.704381583054e-04      -4.411340340500e+04       1.717022599215e-03       1.717022599215e-03 
       1.135524950402e+00       9.505865154585e-04      -4.398521535661e+04      -4.420449942800e+04       9.659890825149e-04      -4.415651467675e+04       1.709150981065e-03       1.709150981065e-03 
       1.138684009499e+00       9.462460777114e-04      -4.402833966956e+04      -4.424783797196e+04       9.615783170590e-04      -4.419980629631e+04       1.701347105737e-03       1.701347105737e-03 
       1.141843068611e+00       9.419343064776e-04      -4.407124091266e+04      -4.429095235217e+04       9.571966823220e-04      -4.424287399257e+04       1.693594736486e-03       1.693594736486e-03 
       1.145002127736e+00       9.377898003873e-04      -4.411351532688e+04      -4.433343922897e+04       9.529829255242e-04      -4.428531447916e+04       1.685878025750e-03       1.685878025750e-03 
       1.148161186874e+00       9.334321318819e-04      -4.415646431856e+04      -4.437660063687e+04       9.485562549830e-04      -4.432842930367e+04       1.678246013555e-03       1.678246013555e-03 
       1.151320246025e+00       9.292207681484e-04      -4.419877885548e+04      -4.441912724650e+04       9.442764505461e-04      -4.437090957323e+04       1.670648373712e-03       1.670648373712e-03 
       1.154479305190e+00       9.250969111122e-04      -4.424078589552e+04      -4.446134590413e+04       9.400846929455e-04      -4.441308205466e+04       1.663097121682e-03       1.663097121682e-03 
       1.157638364367e+00       9.209531832761e-04      -4.428287290697e+04      -4.450364329468e+04       9.358735027155e-04      -4.445533344238e+04       1.655606239732e-03       1.655606239732e-03 
       1.160797423558e+00       9.166837035949e-04      -4.432555805077e+04      -4.454653968210e+04       9.315369369933e-04      -4.449818351152e+04       1.648194331251e-03       1.648194331251e-03 
       1.163956482761e+00       9.125821412009e-04      -4.436773933174e+04      -4.458893057490e+04       9.273689161015e-04      -4.454052849561e+04       1.640819781589e-03       1.640819781589e-03 
       1.167115541977e+00       9.085097019229e-04      -4.440983201990e+04      -4.463123260684e+04       9.232304899651e-04      -4.458278468785e+04       1.633497563497e-03       1.633497563497e-03 
       1.170274601206e+00       9.044651775382e-04      -4.445179086406e+04      -4.467340045551e+04       9.191204307642e-04      -4.462490679062e+04       1.626225502214e-03       1.626225502214e-03 
       1.173433660447e+00       9.004431728459e-04      -4.449336195218e+04      -4.471517976380e+04       9.150332558443e-04      -4.466664059315e+04       1.618993892905e-03       1.618993892905e-03 
       1.176592719701e+00       8.964496081086e-04      -4.453484980446e+04      -4.475687501943e+04       9.109749813433e-04      -4.470829049780e+04       1.611813373566e-03       1.611813373566e-03 
       1.179751778967e+00       8.924872969650e-04      -4.457640862823e+04      -4.479864144434e+04       9.069484664210e-04      -4.475001151914e+04       1.604688994242e-03       1.604688994242e-03 
       1.182910838245e+00       8.885500554130e-04      -4.461774380090e+04      -4.484018330173e+04       9.029474267881e-04      -4.479150818533e+04       1.597609625046e-03       1.597609625046e-03 
       1.186069897535e+00       8.846421636896e-04      -4.465908356111e+04      -4.488172892001e+04       8.989762119307e-04      -4.483300874265e+04       1.590582948592e-03       1.590582948592e-03 
       1.189228956838e+00       8.807656381418e-04      -4.470054453077e+04      -4.492339609400e+04       8.950368707460e-04      -4.487463076451e+04       1.583612575022e-03       1.583612575022e-03 
       1.192388016152e+00       8.769109979920e-04      -4.474165958375e+04      -4.496471569767e+04       8.911197688111e-04      -4.491590558215e+04       1.576681454784e-03       1.576681454784e-03 
       1.195547075478e+00       8.730818783856e-04      -4.478262329248e+04      -4.500588431707e+04       8.872286000576e-04      -4.495702940320e+04       1.569796109500e-03       1.569796109500e-03 
       1.198706134816e+00       8.692792690478e-04      -4.482349889324e+04      -4.504696433346e+04       8.833643699094e-04      -4.499806472625e+04       1.562958275963e-03       1.562958275963e-03 
       1.201865194165e+00       8.655036245004e-04      -4.486432152031e+04      -4.508799080329e+04       8.795275397093e-04      -4.503904660968e+04       1.556168702603e-03       1.556168702603e-03 
       1.205024253526e+00       8.617645628704e-04      -4.490473652651e+04      -4.512860815988e+04       8.757276462415e-04      -4.507961973862e+04       1.549414700877e-03       1.549414700877e-03 
       1.208183312899e+00       8.580373464437e-04      -4.494527284233e+04      -4.516934690374e+04       8.719400440120e-04      -4.512031420641e+04       1.542714116455e-03       1.542714116455e-03 
       1.211342372283e+00       8.543391461635e-04      -4.498590491176e+04      -4.521018155708e+04       8.681819266668e-04      -4.516110453040e+04       1.536065523452e-03       1.536065523452e-03 
       1.214501431678e+00       8.504744336803e-04      -4.502715503933e+04      -4.525163333173e+04       8.642575142867e-04      -4.520251194107e+04       1.529486020033e-03       1.529486020033e-03 
       1.217660491085e+00       8.468350352401e-04      -4.506771678688e+04      -4.529239689135e+04       8.605590543848e-04      -4.524323131512e+04       1.522930868920e-03       1.522930868920e-03 
       1.220819550502e+00       8.432142976367e-04      -4.510784665479e+04      -4.533272728865e+04       8.568795516133e-04      -4.528351785943e+04       1.516408502955e-03       1.516408502955e-03 
       1.223978609931e+00       8.399095461697e-04      -4.514666523588e+04      -4.537174546288e+04       8.535166857498e-04      -4.532249271958e+04       1.509889398624e-03       1.509889398624e-03 
       1.227137669370e+00       8.363355601000e-04      -4.518692961591e+04      -4.541221117736e+04       8.498848035713e-04      -4.536291441293e+04       1.503465190633e-03       1.503465190633e-03 
       1.230296728820e+00       8.327807598708e-04      -4.522642523875e+04      -4.545190532116e+04       8.462723079406e-04      -4.540256521203e+04       1.497061551482e-03       1.497061551482e-03 
       1.233455788282e+00       8.292502140566e-04      -4.526636598673e+04      -4.549204504638e+04       8.426845926135e-04      -4.544266138757e+04       1.490718317340e-03       1.490718317340e-03 
       1.236614847753e+00       8.257413098920e-04      -4.530619768739e+04      -4.553207519284e+04       8.391188910476e-04      -4.548264810138e+04       1.484416706017e-03       1.484416706017e-03 
       1.239773907236e+00       8.222562300533e-04      -4.534588152679e+04      -4.557195678921e+04       8.355773771680e-04      -4.552248641870e+04       1.478155064838e-03       1.478155064838e-03 
       1.242932966729e+00       8.187870143301e-04      -4.538560685754e+04      -4.561187993132e+04       8.320521206724e-04      -4.556236626078e+04       1.471939164889e-03       1.471939164889e-03 
       1.246092026232e+00       8.153603875068e-04      -4.542496549030e+04      -4.565143538229e+04       8.285697916333e-04      -4.560187867884e+04       1.465755408138e-03       1.465755408138e-03 
       1.249251085746e+00       8.119535473099e-04      -4.546426142004e+04      -4.569092805808e+04       8.251076177771e-04      -4.564132835184e+04       1.459613289654e-03       1.459613289654e-03 
       1.252410145270e+00       8.085512964363e-04      -4.550317212536e+04      -4.573003368899e+04       8.216502870826e-04      -4.568039138430e+04       1.453502110112e-03       1.453502110112e-03 
       1.255569204804e+00       8.051625551046e-04      -4.554233963857e+04      -4.576939751018e+04       8.182068969647e-04      -4.571971231063e+04       1.447442041674e-03       1.447442041674e-03 
       1.258728264349e+00       8.015640547132e-04      -4.558237290637e+04      -4.580962577010e+04       8.145538843553e-04      -4.575989762774e+04       1.441451651461e-03       1.441451651461e-03 
       1.261887323903e+00       7.984996714981e-04      -4.562037318138e+04      -4.584782031735e+04       8.114358715962e-04      -4.579804995123e+04       1.435439309899e-03       1.435439309899e-03 
       1.265046383468e+00       7.949426230961e-04      -4.566050972339e+04      -4.588815214684e+04       8.078250786877e-04      -4.583833876019e+04       1.429535600912e-03       1.429535600912e-03 
       1.268205443042e+00       7.919172812407e-04      -4.569832508171e+04      -4.592616086028e+04       8.047467977804e-04      -4.587630545084e+04       1.423600770548e-03       1.423600770548e-03 
       1.271364502626e+00       7.886501344587e-04      -4.573719350712e+04      -4.596522284507e+04       8.014268173526e-04      -4.591532506723e+04       1.417739713043e-03       1.417739713043e-03 
       1.274523562220e+00       7.854056118201e-04      -4.577564256629e+04      -4.600386479231e+04       7.981297244885e-04      -4.595392487761e+04       1.411906302609e-03       1.411906302609e-03 
       1.277682621824e+00       7.821878884777e-04      -4.581398137240e+04      -4.604239571614e+04       7.948597759475e-04      -4.599241382000e+04       1.406109789644e-03       1.406109789644e-03 
       1.280841681437e+00       7.786930447247e-04      -4.585349379584e+04      -4.608210042321e+04       7.913127572532e-04      -4.603207617028e+04       1.400388911980e-03       1.400388911980e-03 
       1.284000741060e+00       7.755473911876e-04      -4.589170671456e+04      -4.612050494258e+04       7.881156183671e-04      -4.607043882795e+04       1.394667898029e-03       1.394667898029e-03 
       1.287159800692e+00       7.726401056646e-04      -4.592897602240e+04      -4.615796519793e+04       7.851574043227e-04      -4.610785760612e+04       1.388957675103e-03       1.388957675103e-03 
       1.290318860334e+00       7.695015470001e-04      -4.596727268936e+04      -4.619645300891e+04       7.819680128990e-04      -4.614630360318e+04       1.383317377806e-03       1.383317377806e-03 
       1.293477919985e+00       7.661040007802e-04      -4.600659726781e+04      -4.623596771397e+04       7.785196684007e-04      -4.618577635067e+04       1.377746173103e-03       1.377746173103e-03 
       1.296636979645e+00       7.630032801221e-04      -4.604454660794e+04      -4.627410697719e+04       7.753687126964e-04      -4.622387409759e+04       1.372171956278e-03       1.372171956278e-03 
       1.299796039315e+00       7.602156443101e-04      -4.608118032574e+04      -4.631092949331e+04       7.725314528922e-04      -4.626065566763e+04       1.366596706379e-03       1.366596706379e-03 
       1.302955098993e+00       7.571411948399e-04      -4.611908692746e+04      -4.634902555519e+04       7.694074078993e-04      -4.629871029962e+04       1.361096753871e-03       1.361096753871e-03 
       1.306114158681e+00       7.540935861104e-04      -4.615636127594e+04      -4.638648726399e+04       7.663104039916e-04      -4.633613110077e+04       1.355615414764e-03       1.355615414764e-03 
       1.309273218378e+00       7.507977317530e-04      -4.619533335580e+04      -4.642564826851e+04       7.629653473800e-04      -4.637525044386e+04       1.350220519322e-03       1.350220519322e-03 
       1.312432278083e+00       7.477976072117e-04      -4.623308245750e+04      -4.646358581509e+04       7.599166113117e-04      -4.641314676899e+04       1.344826358623e-03       1.344826358623e-03 
       1.315591337798e+00       7.447817396591e-04      -4.627067916986e+04      -4.650136908656e+04       7.568523522220e-04      -4.645088916452e+04       1.339463937106e-03       1.339463937106e-03 
