# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:gr.fac. D             16:gr.fac. f          
       6.179687755423e+13       1.979259611093e-25       7.499693310820e-09       8.239353131417e+21       1.419245727533e+04       2.296630159489e-10       8.770495444371e+17       4.330248178732e-09       4.012778603396e+43       5.870785213476e+32       3.106701061918e+33       3.669988173570e-08       2.775915398654e+43       6.788694002419e+43       5.446587198387e-06       2.077631326905e+00 
       6.136730640936e+13       2.007066229369e-25       7.552444003522e-09       8.125202166186e+21       1.419245727533e+04       2.312706570605e-10       8.709528743169e+17       4.360559915983e-09       3.902359869831e+43       5.749204807436e+32       3.042363164547e+33       3.669988173570e-08       2.699531153946e+43       6.601891024139e+43       5.525523244741e-06       2.047950879378e+00 
       6.094072135984e+13       2.035263502825e-25       7.605194696225e-09       8.012632689532e+21       1.419245727533e+04       2.328895516600e-10       8.648985842273e+17       4.391083835395e-09       3.794979503924e+43       5.630142257968e+32       2.979357666063e+33       3.669988173570e-08       2.625248757458e+43       6.420228261736e+43       5.604459291094e-06       2.019106500796e+00 
       6.051710164830e+13       2.063856919776e-25       7.657945388928e-09       7.901622790944e+21       1.419245727533e+04       2.345197785216e-10       8.588863795703e+17       4.421821422242e-09       3.690553899588e+43       5.513545421787e+32       2.917656973293e+33       3.669988173570e-08       2.553010373101e+43       6.243564273036e+43       5.683395337448e-06       1.991063354951e+00 
       6.009642666167e+13       2.092852045642e-25       7.712515071034e-09       7.792150863464e+21       1.419245727533e+04       2.361614169712e-10       8.529159677957e+17       4.452774172197e-09       3.589001751309e+43       5.399363235465e+32       2.857234064499e+33       3.669988173570e-08       2.482759756251e+43       6.071761507899e+43       5.762331383801e-06       1.963788514473e+00 
       5.967867593016e+13       2.122254524031e-25       7.767084753141e-09       7.684195599489e+21       1.419245727533e+04       2.378145468900e-10       8.469870583870e+17       4.483943591402e-09       3.490243990837e+43       5.287545693066e+32       2.798062477551e+33       3.669988173570e-08       2.414442209950e+43       5.904686201120e+43       5.841267430154e-06       1.937250831845e+00 
       5.926382912628e+13       2.152070077839e-25       7.821654435247e-09       7.577735986614e+21       1.419245727533e+04       2.394792487183e-10       8.410993628471e+17       4.515331196542e-09       3.394203725627e+43       5.178043824245e+32       2.740116298331e+33       3.669988173570e-08       2.348004542330e+43       5.742208268283e+43       5.920203476508e-06       1.911420820754e+00 
       5.885186606383e+13       2.182304510362e-25       7.876224117354e-09       7.472751303552e+21       1.419245727533e+04       2.411556034593e-10       8.352525946843e+17       4.546938514917e-09       3.300806178968e+43       5.070809672807e+32       2.683370149385e+33       3.669988173570e-08       2.283395025187e+43       5.584201204474e+43       5.999139522861e-06       1.886270546797e+00 
       5.844276669695e+13       2.212963706428e-25       7.930793799460e-09       7.369221116094e+21       1.419245727533e+04       2.428436926835e-10       8.294464693985e+17       4.578767084521e-09       3.209978631763e+43       4.965796275696e+32       2.627799178816e+33       3.669988173570e-08       2.220563353712e+43       5.430541985788e+43       6.078075569215e-06       1.861773526709e+00 
       5.803651111912e+13       2.244053633539e-25       7.985363481566e-09       7.267125273133e+21       1.419245727533e+04       2.445435985323e-10       8.236807044672e+17       4.610818454112e-09       3.121650365911e+43       4.862957642437e+32       2.573379049389e+33       3.669988173570e-08       2.159460607324e+43       5.281110973541e+43       6.157011615568e-06       1.837904635341e+00 
       5.763307956218e+13       2.275580343036e-25       8.041752153076e-09       7.166443902745e+21       1.419245727533e+04       2.462554037220e-10       8.179550193319e+17       4.643094183291e-09       3.035752609243e+43       4.762248734987e+32       2.520085927883e+33       3.669988173570e-08       2.100039211576e+43       5.135791821119e+43       6.235947661922e-06       1.814640019704e+00 
       5.723245239541e+13       2.307549971275e-25       8.098140824586e-09       7.067157408317e+21       1.419245727533e+04       2.479791915481e-10       8.122691353842e+17       4.675595842573e-09       2.952218481982e+43       4.663625448015e+32       2.467896474645e+33       3.669988173570e-08       2.042252901117e+43       4.994471383393e+43       6.314883708275e-06       1.791957019458e+00 
       5.683461012454e+13       2.339968740822e-25       8.154529496096e-09       6.969246464735e+21       1.419245727533e+04       2.497150458889e-10       8.066227759525e+17       4.708325013471e-09       2.870982944664e+43       4.567044589582e+32       2.416787833375e+33       3.669988173570e-08       1.986056683671e+43       4.857039628622e+43       6.393819754629e-06       1.769834093292e+00 
       5.643953339081e+13       2.372842961661e-25       8.212737157010e-09       6.872692014623e+21       1.419245727533e+04       2.514630512101e-10       8.010156662885e+17       4.741283288565e-09       2.791982747502e+43       4.472463862233e+32       2.366737621110e+33       3.669988173570e-08       1.931406805003e+43       4.723389552786e+43       6.472755800983e-06       1.748250750691e+00 
       5.604720297002e+13       2.406179032429e-25       8.269125828519e-09       6.777475264632e+21       1.419245727533e+04       2.532232925686e-10       7.954475335536e+17       4.774472271584e-09       2.715156381141e+43       4.379841844462e+32       2.317723918428e+33       3.669988173570e-08       1.878260714853e+43       4.593417096269e+43       6.551691847336e-06       1.727187488635e+00 
       5.565759977162e+13       2.439983441656e-25       8.327333489433e-09       6.683577681782e+21       1.419245727533e+04       2.549958556166e-10       7.899181068060e+17       4.807893577485e-09       2.640444028762e+43       4.289137972581e+32       2.269725259842e+33       3.669988173570e-08       1.826577033809e+43       4.467021062841e+43       6.630627893690e-06       1.706625732818e+00 
       5.527070483775e+13       2.474262769027e-25       8.385541150346e-09       6.590980989857e+21       1.419245727533e+04       2.567808266059e-10       7.844271169871e+17       4.841548832527e-09       2.567787519515e+43       4.200312522951e+32       2.222720624405e+33       3.669988173570e-08       1.776315521086e+43       4.344103040865e+43       6.709563940043e-06       1.686547783020e+00 
       5.488649934235e+13       2.509023686669e-25       8.443748811260e-09       6.499667165845e+21       1.419245727533e+04       2.585782923921e-10       7.789742969087e+17       4.875439674354e-09       2.497130283223e+43       4.113326594585e+32       2.176689426498e+33       3.669988173570e-08       1.727437043195e+43       4.224567326677e+43       6.788499986397e-06       1.666936762288e+00 
       5.450496459022e+13       2.544272960443e-25       8.503775461577e-09       6.409618436433e+21       1.419245727533e+04       2.603883404389e-10       7.735593812400e+17       4.909567752074e-09       2.428417306338e+43       4.028142092110e+32       2.131611506820e+33       3.669988173570e-08       1.679903543474e+43       4.108320850066e+43       6.867436032750e-06       1.647776569618e+00 
       5.412608201611e+13       2.580017451264e-25       8.563802111894e-09       6.320817274544e+21       1.419245727533e+04       2.622110588219e-10       7.681821064946e+17       4.943934726338e-09       2.361595089109e+43       3.944721709088e+32       2.087467123557e+33       3.669988173570e-08       1.633678012461e+43       3.995273101818e+43       6.946372079104e-06       1.629051835873e+00 
       5.374983318382e+13       2.616264116436e-25       8.623828762211e-09       6.233246395929e+21       1.419245727533e+04       2.640465362337e-10       7.628422110174e+17       4.978542269422e-09       2.296611603922e+43       3.863028911674e+32       2.044236943735e+33       3.669988173570e-08       1.588724459072e+43       3.885336063237e+43       7.025308125458e-06       1.610747882661e+00 
       5.337619978533e+13       2.653020011008e-25       8.683855412528e-09       6.146888755800e+21       1.419245727533e+04       2.658948619873e-10       7.575394349726e+17       5.013392065307e-09       2.233416254799e+43       3.783027922616e+32       2.001902034754e+33       3.669988173570e-08       1.545007882581e+43       3.778424137619e+43       7.104244171811e-06       1.592850683965e+00 
       5.300516363985e+13       2.690292289142e-25       8.743882062845e-09       6.061727545515e+21       1.419245727533e+04       2.677561260212e-10       7.522735203303e+17       5.048485809764e-09       2.171959837999e+43       3.704683705588e+32       1.960443856096e+33       3.669988173570e-08       1.502494245373e+43       3.674454083605e+43       7.183180218165e-06       1.575346830295e+00 
       5.263670669300e+13       2.728088205512e-25       8.805727702565e-09       5.977746189303e+21       1.419245727533e+04       2.696304189034e-10       7.470442108543e+17       5.083825210431e-09       2.112194503709e+43       3.627961949843e+32       1.919844251210e+33       3.669988173570e-08       1.461150446435e+43       3.573344950372e+43       7.262116264519e-06       1.558223495184e+00 
       5.227081101588e+13       2.766415116711e-25       8.867573342286e-09       5.894928341041e+21       1.419245727533e+04       2.715178318357e-10       7.418512520897e+17       5.119411986904e-09       2.054073718788e+43       3.552829055193e+32       1.880085439550e+33       3.669988173570e-08       1.420944295589e+43       3.475018014600e+43       7.341052310872e-06       1.541468403838e+00 
       5.190745880425e+13       2.805280482685e-25       8.929418982007e-09       5.813257881071e+21       1.419245727533e+04       2.734184566586e-10       7.366943913502e+17       5.155247870812e-09       1.997552230540e+43       3.479252117285e+32       1.841150008800e+33       3.669988173570e-08       1.381844488425e+43       3.379396719183e+43       7.419988357226e-06       1.525069803797e+00 
       5.154663237761e+13       2.844691868186e-25       8.991264621727e-09       5.732718913063e+21       1.419245727533e+04       2.753323858552e-10       7.315733777063e+17       5.191334605907e-09       1.942586031473e+43       3.407198913198e+32       1.803020907238e+33       3.669988173570e-08       1.343820581931e+43       3.286406613619e+43       7.498924403580e-06       1.509016437442e+00 
       5.118831417836e+13       2.884656944242e-25       9.054929250851e-09       5.653295760919e+21       1.419245727533e+04       2.772597125562e-10       7.264879619725e+17       5.227673948148e-09       1.889132325043e+43       3.336637887328e+32       1.765681436276e+33       3.669988173570e-08       1.306842970789e+43       3.195975296042e+43       7.577860449934e-06       1.493297516219e+00 
       5.083248677097e+13       2.925183489651e-25       9.118593879975e-09       5.574972965725e+21       1.419245727533e+04       2.792005305441e-10       7.214378966956e+17       5.264267665784e-09       1.837149492327e+43       3.267538137568e+32       1.729115243143e+33       3.669988173570e-08       1.270882864323e+43       3.108032356856e+43       7.656796496287e-06       1.477902696464e+00 
       5.047913284108e+13       2.966279392497e-25       9.182258509099e-09       5.497735282739e+21       1.419245727533e+04       2.811549342579e-10       7.164229361426e+17       5.301117539444e-09       1.786597059621e+43       3.199869401773e+32       1.693306313723e+33       3.669988173570e-08       1.235912264084e+43       3.022509323907e+43       7.735732542641e-06       1.462822056705e+00 
       5.012823519472e+13       3.007952651681e-25       9.245923138224e-09       5.421567678426e+21       1.419245727533e+04       2.831230187977e-10       7.114428362886e+17       5.338225362219e-09       1.737435666928e+43       3.133602044512e+32       1.658238965542e+33       3.669988173570e-08       1.201903942050e+43       2.939339609175e+43       7.814668588995e-06       1.448046076334e+00 
       4.977977675741e+13       3.050211378484e-25       9.311406756751e-09       5.346455327530e+21       1.419245727533e+04       2.851048799292e-10       7.064973548049e+17       5.375592939754e-09       1.689627037309e+43       3.068707044084e+32       1.623897840904e+33       3.669988173570e-08       1.168831419426e+43       2.858458456928e+43       7.893604635349e-06       1.433565615571e+00 
       4.943374057340e+13       3.093063798140e-25       9.375071385875e-09       5.272383610192e+21       1.419245727533e+04       2.871006140888e-10       7.015862510476e+17       5.413222090332e-09       1.643133947085e+43       3.005155979811e+32       1.590267900157e+33       3.669988173570e-08       1.136668946028e+43       2.779802893302e+43       7.972540681703e-06       1.419371896605e+00 
       4.909010980477e+13       3.136518251440e-25       9.442373993807e-09       5.199338109099e+21       1.419245727533e+04       2.891103183874e-10       6.967092860453e+17       5.451114644964e-09       1.597920196852e+43       2.942921019588e+32       1.557334415115e+33       3.669988173570e-08       1.105391480235e+43       2.703311677273e+43       8.051476728057e-06       1.405456485855e+00 
       4.874886773065e+13       3.180583196354e-25       9.507857612334e-09       5.127304606681e+21       1.419245727533e+04       2.911340906161e-10       6.918662224879e+17       5.489272447478e-09       1.553950583297e+43       2.881974907697e+32       1.525082962602e+33       3.669988173570e-08       1.074974669490e+43       2.628925252969e+43       8.130412774411e-06       1.391811277254e+00 
       4.840999774643e+13       3.225267209679e-25       9.575160220265e-09       5.056269082344e+21       1.419245727533e+04       2.931720292504e-10       6.870568247149e+17       5.527697354609e-09       1.511190871789e+43       2.822290952871e+32       1.493499418136e+33       3.669988173570e-08       1.045394831341e+43       2.556585703307e+43       8.209348820764e-06       1.378428476512e+00 
       4.807348336289e+13       3.270578988707e-25       9.640643838793e-09       4.986217709741e+21       1.419245727533e+04       2.952242334551e-10       6.822808587039e+17       5.566391236091e-09       1.469607769722e+43       2.763843016601e+32       1.462569949747e+33       3.669988173570e-08       1.016628934998e+43       2.486236704894e+43       8.288284867118e-06       1.365300586260e+00 
       4.773930820545e+13       3.316527352919e-25       9.707946446724e-09       4.917136854079e+21       1.419245727533e+04       2.972908030893e-10       6.775380920595e+17       5.605355974743e-09       1.429168900597e+43       2.706605501691e+32       1.432281011916e+33       3.669988173570e-08       9.886545834071e+42       2.417823484175e+43       8.367220913472e-06       1.352420392050e+00 
       4.740745601335e+13       3.363121245700e-25       9.777068044059e-09       4.849013069468e+21       1.419245727533e+04       2.993718387110e-10       6.728282940015e+17       5.644593466565e-09       1.389842778812e+43       2.650553341048e+32       1.402619339642e+33       3.669988173570e-08       9.614499958078e+42       2.351292774787e+43       8.446156959826e-06       1.339780949134e+00 
       4.707791063888e+13       3.410369736080e-25       9.844370651990e-09       4.781833096299e+21       1.419245727533e+04       3.014674415819e-10       6.681512353540e+17       5.684105620831e-09       1.351598785146e+43       2.595661986703e+32       1.373571942636e+33       3.669988173570e-08       9.349939907761e+42       2.286592776086e+43       8.525093006180e-06       1.327375569976e+00 
       4.675065604656e+13       3.458282020502e-25       9.913492249325e-09       4.715583858670e+21       1.419245727533e+04       3.035777136730e-10       6.635066885343e+17       5.723894360176e-09       1.314407142922e+43       2.541907399061e+32       1.345126099629e+33       3.669988173570e-08       9.092659697325e+42       2.223673112815e+43       8.604029052534e-06       1.315197812453e+00 
       4.642567631237e+13       3.506867424607e-25       9.982613846660e-09       4.650252461834e+21       1.419245727533e+04       3.057027576687e-10       6.588944275415e+17       5.763961620696e-09       1.278238894819e+43       2.489266036372e+32       1.317269352802e+33       3.669988173570e-08       8.842459009038e+42       2.162484795880e+43       8.682965098888e-06       1.303241468704e+00 
       4.610295562301e+13       3.556135405055e-25       1.005355443340e-08       4.585826189697e+21       1.419245727533e+04       3.078426769724e-10       6.543142279458e+17       5.804309352040e-09       1.243065880330e+43       2.437714844420e+32       1.289989502329e+33       3.669988173570e-08       8.599143037271e+42       2.102980184211e+43       8.761901145243e-06       1.291500554572e+00 
